followers,following,posts,engagement_rate,bio_length,has_profile_pic,username_digits,is_private,external_url,avg_likes,avg_comments,hashtags_count,account_age,spam_words,label
46,92,0,0.25,0,1,3,0,0,5,0,17,1122,1,1
834,4118,111,0.1,0,1,4,0,0,58,3,10,1046,1,1
389,392,2,0.49,22,0,0,1,0,23,1,15,2271,0,1
43,221,0,0.1,0,1,3,0,0,2,0,15,1777,1,1
23,40,0,0.28,0,0,3,1,0,1,0,12,2306,1,1
5,82,0,0.03,0,0,0,1,0,0,0,5,1695,1,1
4,25,0,0.08,0,0,7,1,0,0,0,11,291,1,1
17,44,0,0.19,0,0,5,0,0,1,0,18,1575,1,1
182,227,5,0.4,2,1,2,1,0,6,0,10,1575,1,1
108,304,10,0.18,0,1,3,0,0,4,0,6,2415,1,1
43,123,3,0.17,0,0,5,0,0,3,0,4,514,1,1
77,8,19,4.28,0,0,3,0,0,6,0,9,2096,1,1
32,87,0,0.18,0,0,1,0,0,2,0,5,818,1,1
0,11,0,0.0,0,0,2,1,0,0,0,15,1639,1,1
40,66,8,0.3,0,1,1,1,0,2,0,5,887,1,1
53,303,2,0.09,20,0,3,0,0,1,0,12,2190,1,1
67,90,10,0.37,0,1,1,0,0,6,0,5,1362,1,1
122,336,29,0.18,0,1,0,0,0,6,0,7,708,1,1
18,49,0,0.18,0,0,0,0,0,1,0,19,1024,1,1
24,88,0,0.13,0,0,4,1,0,1,0,17,552,1,1
35,136,2,0.13,0,1,0,0,0,1,0,17,2068,1,1
119,151,3,0.39,0,1,4,1,0,7,0,11,1234,1,1
6,24,5,0.12,0,1,1,1,0,0,0,19,37,1,1
34,26,0,0.63,0,0,4,0,0,1,0,8,2163,1,1
272,295,63,0.46,148,1,0,0,0,30,1,9,328,0,1
53,137,1,0.19,0,1,4,0,0,3,0,17,304,1,1
818,618,4,0.66,50,1,3,1,0,86,4,15,2286,1,1
82,74,34,0.55,0,1,0,0,0,2,0,14,45,1,1
40,233,0,0.09,2,1,4,0,0,2,0,14,2056,1,1
21,76,0,0.14,0,1,4,1,0,1,0,8,1808,1,1
59,38,6,0.76,0,1,3,0,0,4,0,13,1830,1,1
102,109,2,0.46,0,1,1,0,0,7,0,12,974,1,1
576,474,7,0.61,0,1,3,1,0,32,1,8,1205,1,1
19,16,0,0.56,0,0,6,0,0,1,0,19,1460,1,1
66,161,0,0.2,0,1,0,1,0,6,0,5,1784,1,1
310,894,5,0.17,0,1,0,1,0,26,1,13,129,1,1
16,17,0,0.44,34,1,0,1,0,0,0,14,577,0,1
15,4,0,1.5,0,0,0,0,0,1,0,11,1845,1,1
47,98,0,0.24,0,1,1,1,0,3,0,13,106,1,1
88,61,4,0.71,0,1,0,0,0,4,0,2,925,1,1
51,59,1,0.42,0,1,3,1,0,2,0,3,658,1,1
505,2330,26,0.11,0,1,0,0,0,30,0,12,284,1,1
159,433,9,0.18,0,1,4,0,0,17,0,19,104,1,1
77,1269,4,0.03,0,1,3,1,0,5,0,14,635,1,1
61,76,4,0.4,32,1,8,0,0,3,0,6,2242,1,1
7,14,0,0.23,0,0,7,1,0,0,0,18,1244,1,1
11,60,0,0.09,0,1,4,1,0,0,0,13,2477,1,1
49,22,0,1.07,0,0,6,0,0,3,0,15,437,1,1
15,595,0,0.01,0,0,0,0,0,1,0,14,128,1,1
1,9,1,0.05,0,1,2,0,0,0,0,3,1886,1,1
17,1,0,4.25,0,0,0,0,0,0,0,2,1400,1,1
15,1,0,3.75,0,0,3,0,0,1,0,12,994,1,1
358,1990,28,0.09,59,1,2,0,0,17,0,8,2308,0,1
20,7,0,1.25,0,0,2,0,0,0,0,14,192,1,1
50,32,1,0.76,6,0,0,0,0,3,0,6,172,0,1
57,76,0,0.37,0,0,0,0,0,3,0,12,895,1,1
12,15,2,0.38,0,0,3,0,0,0,0,12,130,1,1
218,792,2,0.14,0,1,7,0,0,8,0,16,1848,1,1
78,98,9,0.39,0,0,3,0,0,3,0,14,558,1,1
16,23,1,0.33,0,0,5,0,0,0,0,15,645,1,1
39,17,8,1.08,0,0,4,0,0,4,0,2,396,1,1
15,1,0,3.75,0,0,0,0,0,1,0,6,2271,1,1
30,48,0,0.31,0,0,4,0,0,0,0,2,1607,1,1
85,638,0,0.07,0,0,3,0,0,3,0,11,876,1,1
77,747,0,0.05,0,0,3,0,0,8,0,7,2036,1,1
49,82,0,0.3,0,0,6,0,0,1,0,18,2313,1,1
16,24,0,0.32,0,0,3,0,0,1,0,2,1861,1,1
8,6,0,0.57,0,0,4,0,0,0,0,14,2366,1,1
34,22,2,0.74,0,0,4,0,0,2,0,11,1945,1,1
45,83,2,0.27,0,0,5,0,0,1,0,11,169,1,1
49,0,0,24.5,0,0,3,0,0,1,0,13,141,1,1
15,5,0,1.25,0,0,0,0,0,1,0,5,1016,1,1
92,403,0,0.11,0,0,2,0,0,3,0,4,296,1,1
75,26,0,1.39,0,1,9,0,0,3,0,10,1512,1,1
10,0,0,5.0,0,0,4,0,0,1,0,9,236,1,1
23,26,0,0.43,1,1,1,0,0,2,0,8,957,1,1
22,11,0,0.92,0,0,2,0,0,1,0,13,1710,1,1
55,46,0,0.59,0,0,2,0,0,5,0,19,2263,1,1
16,0,0,8.0,0,0,3,0,0,0,0,10,1708,1,1
7,20,0,0.17,0,0,2,0,0,0,0,8,1255,1,1
86,0,0,43.0,0,0,3,0,0,7,0,18,1712,1,1
3,11,0,0.12,0,0,4,0,0,0,0,13,60,1,1
12,30,0,0.19,0,0,6,0,0,0,0,4,1609,1,1
14,56,1,0.12,0,1,4,0,0,0,0,6,849,1,1
24,22,0,0.52,0,0,5,0,0,1,0,11,79,1,1
52,1,0,13.0,0,0,0,0,0,5,0,12,1396,1,1
16,27,1,0.29,0,0,4,0,0,1,0,3,1587,1,1
17,20,4,0.4,0,0,4,0,0,1,0,13,1443,1,1
50,49,0,0.5,0,0,6,0,0,5,0,14,189,1,1
136,1029,5,0.07,0,0,5,0,0,12,0,13,1111,1,1
178,1417,10,0.06,0,1,4,0,0,21,0,10,108,1,1
50,39,1,0.62,0,0,9,0,0,2,0,18,2351,1,1
207,2426,2,0.04,0,1,4,0,0,8,0,5,1679,1,1
178,828,0,0.11,0,0,4,1,0,20,0,6,1297,1,1
16,26,0,0.3,0,0,0,0,0,1,0,0,2104,1,1
49,2,0,8.17,0,0,1,0,0,5,0,8,2463,1,1
49,12,2,1.88,0,0,2,0,0,5,0,3,2210,1,1
37,4,0,3.7,0,0,1,0,0,2,0,1,1295,1,1
21,0,0,10.5,0,0,5,0,0,1,0,11,2339,1,1
356,2176,21,0.08,0,1,6,0,0,32,2,15,1937,1,1
46,4,0,4.6,0,0,4,0,0,3,0,5,2220,1,1
49,0,0,24.5,0,0,2,0,0,5,0,3,387,1,1
49,58,0,0.42,0,0,0,0,0,2,0,15,464,1,1
44,45,0,0.48,0,0,0,0,0,3,0,11,1642,1,1
42,240,0,0.09,0,0,1,0,0,2,0,8,1221,1,1
47,9,0,2.35,0,0,4,0,0,3,0,1,1084,1,1
48,1,0,12.0,0,0,1,0,0,4,0,10,1788,1,1
75,26,0,1.39,0,1,9,0,0,8,0,5,1168,1,1
115,289,0,0.2,0,0,1,0,0,11,0,14,517,1,1
53,66,5,0.4,0,0,9,0,0,5,0,10,1907,1,1
32,23,0,0.67,0,0,7,0,0,1,0,15,1003,1,1
39,153,0,0.13,0,0,4,0,0,4,0,12,1951,1,1
3033,1155,0,1.31,0,0,2,0,0,293,7,6,308,1,1
3003,825,0,1.82,0,0,2,0,0,335,23,3,2416,1,1
34,36,1,0.46,0,0,9,0,0,1,0,0,1426,1,1
218,1528,37,0.07,0,0,4,0,0,23,0,13,2381,1,1
210,1543,8,0.07,0,1,3,0,0,17,0,18,2039,1,1
1489,3715,4,0.2,19,1,2,0,0,154,10,11,2378,0,1
10,2,0,1.67,0,0,5,0,0,1,0,8,278,1,1
201,812,28,0.12,0,0,3,0,0,15,1,6,1735,1,1
351,2663,0,0.07,0,0,0,0,0,12,0,13,1461,1,1
52,16,0,1.53,0,0,4,0,0,5,0,17,467,1,1
156,423,6,0.18,0,0,2,0,0,10,0,15,689,1,1
85,477,12,0.09,0,0,4,0,0,4,0,3,1779,1,1
35,38,0,0.45,0,0,2,0,0,2,0,14,89,1,1
55,28,0,0.95,0,0,4,0,0,2,0,18,1260,1,1
16,51,0,0.15,43,0,3,1,0,1,0,0,1185,0,1
43,88,0,0.24,0,0,4,0,0,1,0,0,1201,1,1
97,408,2,0.12,0,0,4,0,0,8,0,16,868,1,1
34,112,2,0.15,0,0,6,0,0,3,0,16,92,1,1
2346,7272,0,0.16,0,0,0,0,0,243,12,19,334,1,1
49,95,0,0.26,0,0,2,0,0,2,0,6,2366,1,1
2,55,2,0.02,0,1,2,1,0,0,0,10,708,1,1
40,19,2,1.0,0,0,5,0,0,2,0,1,2102,1,1
332,1333,0,0.12,0,0,5,1,0,14,0,12,288,1,1
14,542,0,0.01,0,0,7,0,0,0,0,2,858,1,1
65,162,12,0.2,0,1,6,0,0,3,0,11,2446,1,1
20,52,1,0.19,0,1,5,0,0,0,0,15,1495,1,1
26,27,0,0.46,0,0,3,0,0,1,0,2,1713,1,1
72,434,0,0.08,0,1,4,0,0,5,0,1,2358,1,1
55,2,1,9.17,0,1,0,0,0,1,0,7,1289,1,1
77,108,12,0.35,33,1,5,0,0,6,0,9,2261,1,1
31,215,59,0.07,0,1,0,1,0,3,0,17,622,1,1
57,130,0,0.22,0,0,9,0,0,6,0,11,1346,1,1
58,347,0,0.08,0,0,6,1,0,4,0,9,1955,1,1
47,139,23,0.17,0,1,3,0,0,2,0,16,2341,1,1
31,37,3,0.41,43,1,2,0,0,1,0,17,1517,0,1
96,242,11,0.2,0,1,9,0,0,10,0,17,1683,1,1
126,860,8,0.07,19,1,3,0,0,7,0,2,593,0,1
39,229,102,0.08,0,1,2,1,0,3,0,9,2367,1,1
66,161,6,0.2,5,1,4,0,0,6,0,19,1926,1,1
87,698,25,0.06,0,1,3,0,0,4,0,1,1275,1,1
15,64,0,0.12,28,1,2,0,0,0,0,8,473,0,1
166,596,33,0.14,0,1,6,0,0,9,0,4,1754,1,1
66,75,44,0.43,21,1,4,0,0,7,0,18,594,1,1
96,339,4,0.14,0,1,6,0,0,7,0,10,217,1,1
57,73,0,0.39,11,1,6,0,0,3,0,9,197,1,1
150,487,2,0.15,0,1,3,0,0,7,0,5,1519,1,1
698,309,53,1.13,57,1,0,1,0,56,4,13,1885,0,0
737,1006,707,0.37,56,1,1,0,0,40,2,9,483,0,0
284048,20,626,6763.05,92,1,0,0,1,33730,2018,4,1188,0,0
11348,145,69,38.86,119,1,1,0,0,1084,57,1,881,0,0
32440,942,399,17.2,22,1,0,0,1,2792,77,9,910,0,0
950,576,282,0.82,1,1,0,0,0,66,4,9,384,1,0
8719145,99,291,43595.72,20,1,0,0,0,521000,34185,10,1341,0,0
587,447,62,0.66,23,1,1,0,0,21,1,1,2047,0,0
301,560,67,0.27,11,1,0,1,0,22,1,19,981,0,0
220,277,17,0.4,66,1,1,0,0,10,0,17,2250,0,0
896,502,942,0.89,91,1,1,0,0,86,3,4,1196,0,0
962,598,80,0.8,16,1,0,0,0,37,1,7,2376,0,0
162,177,8,0.46,0,1,0,1,0,11,0,15,1623,1,0
501,1009,110,0.25,25,0,0,1,0,43,2,18,2180,0,0
549,622,23,0.44,13,1,0,1,0,25,1,11,257,0,0
340,308,37,0.55,8,1,0,1,0,27,1,8,1823,0,0
1494,994,142,0.75,64,1,0,0,0,170,13,19,656,0,0
9985,1088,150,4.58,66,1,0,0,0,1069,44,2,2184,0,0
63,115,25,0.27,0,1,0,1,0,2,0,4,880,1,0
376,465,48,0.4,55,1,0,0,0,16,0,16,2007,0,0
170,250,25,0.34,10,1,0,0,0,7,0,12,1012,0,0
193,404,35,0.24,0,1,0,1,0,19,0,6,116,1,0
1000,76,163,6.49,28,1,0,0,0,93,5,19,605,0,0
86,251,38,0.17,17,1,1,0,0,6,0,10,491,0,0
439,957,210,0.23,0,1,0,0,0,19,0,12,945,1,0
1000,1824,59,0.27,63,1,0,0,0,46,2,1,2315,0,0
418,403,315,0.52,24,1,0,0,0,33,1,12,81,0,0
144,119,7,0.6,0,1,0,0,0,15,0,9,2115,1,0
1773,576,148,1.54,67,1,0,0,0,162,3,4,1626,0,0
882,72,37,6.04,141,1,1,0,0,38,0,13,1380,0,0
724,270,58,1.34,69,1,0,0,0,61,1,3,2400,0,0
2496,992,186,1.26,40,1,0,0,0,296,20,1,1408,0,0
5516,452,143,6.09,44,1,1,0,0,640,43,9,1133,0,0
272,250,120,0.54,0,1,0,1,0,13,0,12,2138,1,0
419,224,11,0.93,110,1,0,0,0,23,1,9,370,0,0
309,537,33,0.29,11,1,1,1,0,36,2,14,1531,0,0
775,676,94,0.57,48,1,2,0,0,87,3,1,280,0,0
982,75,189,6.46,36,1,0,0,0,46,1,2,2361,0,0
559,1014,917,0.28,11,1,0,0,0,54,3,1,583,0,0
890,72,65,6.1,129,1,1,0,0,44,1,12,1447,0,0
166,187,14,0.44,108,1,1,1,0,10,0,3,2420,0,0
569,432,35,0.66,0,1,2,0,0,32,1,4,310,1,0
161,392,9,0.2,2,1,0,1,0,19,0,6,357,1,0
252,326,10,0.39,0,1,2,0,0,8,0,17,1888,1,0
609,714,270,0.43,36,1,0,0,0,28,1,8,2350,0,0
156,107,10,0.72,0,1,1,1,0,14,0,8,612,1,0
1141,1122,120,0.51,30,1,0,0,0,74,5,9,1276,0,0
631,995,839,0.32,20,1,0,0,0,34,2,4,2015,0,0
695,625,76,0.56,26,1,0,0,0,27,1,9,1071,0,0
172,232,18,0.37,12,1,0,1,0,9,0,11,1353,0,0
92,125,8,0.37,0,1,1,1,0,8,0,0,1502,1,0
766,199,84,1.92,65,1,0,0,1,72,3,5,1667,0,0
174,83,28,1.04,30,1,1,1,0,12,0,1,495,0,0
334,561,71,0.3,1,1,0,0,0,30,1,17,132,1,0
486,1205,62,0.2,0,0,0,0,0,45,2,6,2117,1,0
106,104,8,0.5,6,1,0,0,0,10,0,0,183,0,0
127,199,25,0.32,73,1,1,1,0,13,1,13,1411,0,0
1391,494,88,1.41,71,1,0,0,0,74,5,9,1800,0,0
1289,264,63,2.43,81,1,0,0,0,78,2,16,1694,0,0
35869,2521,320,7.11,82,1,0,0,1,3777,272,4,477,0,0
275,244,127,0.56,0,1,0,1,0,14,0,7,302,1,0
1001,76,161,6.5,28,1,0,0,0,52,3,9,2361,0,0
57,54,26,0.52,0,1,0,1,0,3,0,16,69,1,0
485,1169,78,0.21,0,1,0,0,0,37,2,9,2143,1,0
116,161,17,0.36,39,1,0,0,0,4,0,13,2015,0,0
380425,2,749,63404.17,92,1,0,0,0,34024,944,0,1032,0,0
1087,392,179,1.38,41,1,0,1,0,83,3,0,748,0,0
182,75,21,1.2,24,1,0,0,0,16,0,0,1363,0,0
266,1437,72,0.09,94,1,0,0,0,18,1,9,1178,0,0
199,37,108,2.62,23,1,1,0,0,20,0,16,537,0,0
152,124,6,0.61,1,1,0,1,0,12,0,4,2268,1,0
194,172,13,0.56,10,1,2,1,0,19,0,1,2472,0,0
789,449,37,0.88,41,1,0,1,0,52,2,3,1954,0,0
406,786,142,0.26,6,1,0,0,0,18,0,19,2227,0,0
162,236,33,0.34,1,1,0,0,0,9,0,1,2476,1,0
567,504,172,0.56,31,1,0,0,0,48,1,6,2290,0,0
200,165,46,0.6,33,1,4,1,0,9,0,11,1426,1,0
890695,11,7380,37112.29,2,1,0,0,0,30136,2338,16,566,1,0
385,515,110,0.37,1,1,0,0,0,42,1,14,631,1,0
5439,592,208,4.59,111,1,0,0,1,500,14,13,1336,0,0
275,544,68,0.25,36,1,0,1,0,20,0,15,1952,0,0
251992,33,599,3705.76,75,1,0,0,1,27433,2089,16,2416,0,0
1056,1939,55,0.27,66,1,0,0,0,118,9,12,288,0,0
504,504,44,0.5,14,1,3,0,0,15,0,12,1812,0,0
105,132,19,0.39,19,1,0,0,0,3,0,14,943,0,0
325219,62,506,2581.1,86,1,0,0,0,16618,434,7,307,0,0
2909,535,140,2.71,5,1,1,0,0,321,9,17,406,0,0
18467,650,357,14.18,48,1,0,0,0,2090,93,3,771,0,0
1697,3105,628,0.27,72,1,0,0,0,165,7,14,1989,0,0
68,65,13,0.52,0,1,0,1,0,2,0,19,1897,1,0
304,403,9,0.38,20,1,0,1,0,29,1,6,886,0,0
115168,142,435,402.69,133,1,0,0,1,6795,198,7,1503,0,0
776,1136,11,0.34,24,1,0,0,0,87,6,1,278,0,0
677,636,71,0.53,45,1,0,0,0,37,2,7,640,0,0
55,35,1,0.76,0,1,1,0,0,5,0,7,1319,1,0
2497,1010,479,1.23,24,1,0,0,0,294,23,7,1288,0,0
8807,402,386,10.93,62,1,0,0,1,544,16,5,1956,0,0
420,903,230,0.23,0,1,0,0,0,25,0,3,1019,1,0
147,97,12,0.75,0,1,1,0,0,10,0,13,1232,1,0
945,582,222,0.81,6,1,0,0,0,61,4,17,305,0,0
3645,212,54,8.56,38,1,0,0,0,353,13,15,1449,0,0
104,123,8,0.42,15,1,0,0,0,12,0,11,1300,0,0
198,342,24,0.29,1,1,0,0,0,14,0,7,1517,1,0
585,678,222,0.43,17,1,0,0,0,29,1,18,475,0,0
1813,618,52,1.46,16,1,1,0,0,98,6,6,1314,0,0
402,263,8,0.76,53,1,1,0,0,19,1,14,1818,0,0
1244,2178,338,0.29,7,1,2,0,0,140,7,19,1095,0,0
412,283,103,0.73,3,1,0,0,0,28,0,9,495,1,0
1395,627,199,1.11,24,1,0,0,0,115,3,8,1922,0,0
379,343,64,0.55,2,1,0,1,0,41,1,4,1777,1,0
47,47,17,0.49,0,1,0,1,0,3,0,14,1832,1,0
133,179,4,0.37,1,1,0,0,0,7,0,13,1002,1,0
99,128,15,0.38,12,1,0,0,0,10,0,19,579,0,0
1893,2706,279,0.35,84,1,0,0,0,205,12,7,54,0,0
416,319,68,0.65,24,1,0,0,0,39,1,13,511,0,0
560,612,14,0.46,39,1,0,0,0,53,3,6,1448,0,0
791191,232,2983,1697.83,45,1,0,0,0,67391,4817,11,1125,0,0
598,1081,47,0.28,23,1,0,0,0,29,0,4,1320,0,0
352,328,44,0.53,6,1,0,1,0,25,1,13,2421,0,0
502,444,23,0.56,0,1,2,0,0,22,0,6,1064,1,0
18655,942,959,9.89,146,1,0,0,1,1567,77,14,795,0,0
717,418,345,0.86,0,1,0,0,0,82,5,13,348,1,0
411,388,14,0.53,29,1,1,0,0,36,2,0,1945,0,0
218,386,187,0.28,0,1,1,0,0,22,1,6,1463,1,0
2343,776,515,1.51,103,1,0,0,0,219,16,9,2431,0,0
26149,6208,840,2.11,69,1,0,0,0,2339,63,12,1913,0,0
633,466,213,0.68,42,1,0,0,0,48,1,6,624,0,0
794,1157,6,0.34,22,1,0,0,0,62,1,11,173,0,0
518,660,97,0.39,17,1,0,0,0,46,3,4,2397,0,0
68,67,12,0.5,2,1,0,1,0,5,0,4,1976,1,0
391,1211,88,0.16,36,1,0,0,0,17,1,15,1099,0,0
385,201,197,0.95,11,1,1,0,0,19,1,13,568,0,0
712,420,325,0.85,0,1,0,0,0,38,2,17,2420,1,0
1537,1146,197,0.67,50,1,2,0,0,129,9,9,157,0,0
793,674,101,0.59,33,1,3,0,0,72,2,6,2089,0,0
494,1089,115,0.23,1,0,0,0,0,44,3,1,1478,1,0
316,348,8,0.45,2,1,0,1,0,15,0,18,557,1,0
452,289,137,0.78,24,1,0,0,0,15,0,14,724,0,0
328593,30,651,5299.89,111,1,0,0,1,18138,1131,7,1362,0,0
808,498,35,0.81,21,1,0,0,1,76,2,10,2245,0,0
2838,576,191,2.46,82,1,0,0,0,208,10,1,770,0,0
683,1144,707,0.3,120,1,4,0,1,68,2,6,221,1,0
965,446,350,1.08,97,1,1,0,0,81,4,17,293,0,0
36,65,14,0.27,0,1,0,1,0,3,0,7,611,1,0
137,213,25,0.32,75,1,2,1,0,8,0,17,1217,0,0
203,35,105,2.82,26,1,1,0,1,23,0,4,172,0,0
2453,949,551,1.29,43,1,0,0,1,79,2,14,745,0,0
698,608,23,0.57,30,1,0,0,0,57,2,11,454,0,0
34,30,3,0.55,0,1,0,0,0,2,0,0,2497,1,0
134,176,4,0.38,0,1,0,0,0,4,0,2,2352,1,0
740,237,60,1.55,72,1,0,0,1,30,0,8,516,0,0
737,673,62,0.55,22,1,1,0,0,61,2,12,2275,0,0
431,458,288,0.47,31,1,0,0,0,43,2,9,2324,0,0
515,462,69,0.56,0,1,0,1,0,16,0,2,2061,1,0
3536,179,72,9.82,54,1,0,0,0,385,10,11,1319,0,0
490,1003,174,0.24,8,0,0,0,0,41,1,7,368,0,0
573,442,57,0.65,0,1,1,1,0,60,2,1,889,1,0
9220,585,153,7.87,54,1,1,0,0,1087,36,14,2181,0,0
1005,3681,330,0.14,0,1,0,0,0,99,5,18,58,1,0
28856,6180,816,2.33,71,1,0,0,1,2535,100,13,1833,0,0
1103,1869,338,0.29,12,1,0,0,0,120,2,10,1525,0,0
2440009,186,3735,6524.09,35,1,0,0,0,127692,6968,16,1482,0,0
646,706,291,0.46,28,1,0,0,0,26,1,10,592,0,0
114,98,11,0.58,1,1,0,0,0,5,0,17,350,1,0
416,312,67,0.66,22,1,0,0,0,40,1,14,10,0,0
1368,186,53,3.66,102,1,0,0,0,75,3,13,1969,0,0
528,1017,290,0.26,19,1,0,0,0,21,1,6,123,0,0
381,461,54,0.41,51,1,0,0,0,17,0,1,997,0,0
272,371,3,0.37,34,1,0,0,0,8,0,1,2069,0,0
721,678,66,0.53,69,1,1,0,0,45,1,17,1373,0,0
112,467,9,0.12,1,1,3,1,0,5,0,8,944,1,0
243,338,9,0.36,8,0,0,1,0,20,0,7,1998,0,0
88,43,0,1.0,0,1,0,0,0,6,0,10,842,1,0
407,400,8,0.51,16,1,1,0,0,28,1,5,1325,0,0
191,217,10,0.44,7,1,0,1,0,11,0,9,393,0,0
951,1125,150,0.42,2,1,0,0,0,55,2,6,1431,1,0
1760,847,121,1.04,82,1,0,0,0,148,3,14,1859,0,0
1227,2141,300,0.29,10,1,2,1,0,123,3,4,1867,0,0
1370,5160,636,0.13,22,1,0,1,0,143,9,15,320,0,0
463,426,20,0.54,12,1,0,0,0,17,1,0,195,0,0
52,45,21,0.57,0,1,0,0,0,2,0,8,149,1,0
624,525,242,0.59,50,1,0,0,0,70,5,19,537,0,0
747,208,89,1.79,48,1,0,0,0,73,4,17,2080,0,0
147,412,10,0.18,5,1,1,1,0,9,0,11,2346,0,0
152,99,171,0.76,17,1,1,0,0,10,0,11,1829,0,0
22939,3808,647,3.01,57,1,0,0,0,1768,115,15,2245,0,0
858,2761,217,0.16,77,1,1,1,0,88,6,0,2205,0,0
1043,662,100,0.79,3,1,0,1,0,49,1,7,208,1,0
138,74,153,0.92,0,1,1,0,0,5,0,14,1231,1,0
468,287,170,0.81,27,1,0,0,0,50,2,19,2246,0,0
4532,1473,244,1.54,30,1,0,0,0,299,16,6,1439,0,0
137,211,19,0.32,81,1,2,1,0,6,0,9,291,0,0
158105,37,390,2080.33,86,1,0,0,1,15103,375,2,1660,0,0
256,323,7,0.4,5,0,2,1,0,22,0,0,775,0,0
166,90,20,0.91,15,1,1,1,0,8,0,9,1460,0,0
453,282,163,0.8,26,1,0,0,0,13,0,12,1372,0,0
74,154,86,0.24,77,1,1,1,0,2,0,19,1162,0,0
1062,431,165,1.23,34,1,0,1,0,89,6,1,2037,0,0
353,170,7,1.03,140,1,0,0,0,35,0,16,883,0,0
398,496,145,0.4,4,1,0,0,0,20,0,17,1888,1,0
1008,980,73,0.51,51,1,1,0,0,79,5,11,1071,0,0
47,75,24,0.31,18,1,1,1,0,5,0,17,39,0,0
89196,33,146,1311.71,137,1,0,0,1,5655,180,4,2458,0,0
134,229,62,0.29,30,1,0,0,0,11,0,4,1176,0,0
126,445,10,0.14,2,1,2,1,0,5,0,12,652,1,0
505,999,164,0.25,26,1,0,1,0,38,2,10,2437,0,0
408,394,10,0.52,24,1,1,0,0,20,1,15,2460,0,0
236,330,23,0.36,0,1,2,0,0,17,0,6,2341,1,0
67,63,16,0.52,0,1,0,1,0,2,0,12,932,1,0
602,485,203,0.62,46,1,0,0,0,50,3,9,1860,0,0
61,116,27,0.26,0,1,0,1,0,2,0,19,763,1,0
1458,570,117,1.28,106,1,0,0,0,157,9,2,1897,0,0
168,383,10,0.22,1,1,0,1,0,15,0,5,538,1,0
663589,443,3332,747.28,37,1,0,0,0,61637,4389,16,2218,0,0
102,21,0,2.32,0,1,2,0,0,9,0,17,2242,1,0
9183670,1683,362,2726.74,5,1,1,0,0,517136,25899,10,1522,0,0
175,246,17,0.35,15,1,0,0,0,18,1,18,890,0,0
1581,1117,174,0.71,63,1,1,0,0,187,14,5,927,0,0
1799,466,264,1.93,87,1,0,0,0,156,10,10,832,0,0
73,250,23,0.15,10,1,1,0,0,3,0,5,721,0,0
44693,443,40,50.33,124,1,0,0,1,1366,49,8,1811,0,0
104,111,4,0.46,8,1,0,0,0,9,0,10,471,0,0
5398,592,209,4.55,109,1,0,0,0,400,26,5,1600,0,0
300,365,9,0.41,43,1,0,1,0,20,1,18,1657,0,0
2318,160,234,7.2,119,1,0,0,0,182,13,7,1980,0,0
196,390,22,0.25,0,1,0,0,0,13,0,3,477,1,0
55,52,26,0.52,0,1,0,1,0,2,0,2,1082,1,0
973,610,81,0.8,14,1,0,0,0,103,5,9,1688,0,0
730,658,59,0.55,42,1,0,0,0,65,3,6,1089,0,0
301,365,31,0.41,42,1,0,1,0,20,1,14,1834,0,0
844,750,142,0.56,33,1,0,0,0,41,3,13,1314,0,0
371,472,38,0.39,67,1,1,0,0,23,0,1,217,0,0
720,690,203,0.52,30,1,1,0,0,69,2,1,687,0,0
687,1047,34,0.33,32,1,0,0,0,38,1,4,399,0,0
101,134,28,0.37,25,1,0,0,0,9,0,18,43,0,0
149,245,50,0.3,14,1,0,0,0,15,0,14,11,0,0
107,99,10,0.54,4,1,0,0,0,3,0,4,71,1,0
190,180,13,0.52,122,1,0,1,0,10,0,1,1427,0,0
216,305,8,0.35,71,1,4,0,0,19,0,13,345,1,0
603,1105,821,0.27,76,1,3,0,1,38,0,15,1153,0,0
4373,429,103,5.08,2,1,0,0,0,267,21,18,337,1,0
371,358,53,0.52,2,1,0,0,0,37,2,3,2370,1,0
762,1205,7,0.32,15,1,0,0,0,69,4,6,2272,0,0
17827,490,285,18.15,60,1,0,0,0,1618,40,4,1559,0,0
501,1010,110,0.25,25,0,0,1,0,22,0,12,1345,0,0
46,82,23,0.28,20,1,2,0,0,2,0,19,866,0,0
2553,1071,75,1.19,16,1,0,0,0,92,2,10,1307,0,0
707,1362,1108,0.26,83,1,0,1,0,41,1,15,940,0,0
51,100,27,0.25,8,1,1,1,0,2,0,13,1870,0,0
998,1104,169,0.45,6,1,0,0,0,49,3,11,2049,0,0
730,413,390,0.88,0,1,0,0,0,43,1,11,2380,1,0
2726,521,284,2.61,46,1,0,0,0,163,3,11,2117,0,0
540,697,111,0.39,39,1,0,0,0,50,1,2,1162,0,0
73,155,85,0.23,62,1,1,1,0,5,0,14,1677,0,0
103,132,15,0.39,12,1,0,0,0,7,0,18,1921,0,0
47705,535,105,44.5,95,1,0,0,0,2121,48,12,1154,0,0
1007,977,68,0.51,51,1,1,0,0,54,3,11,675,0,0
1176,311,193,1.88,50,1,0,0,0,96,6,6,2088,0,0
1156,611,92,0.94,1,1,2,1,0,41,1,10,259,1,0
1661,547,268,1.52,62,1,0,0,0,108,2,11,1004,0,0
1911,1428,645,0.67,1,1,0,1,0,193,9,7,1860,1,0
8642,251,275,17.15,52,1,1,0,0,281,7,2,1739,0,0
